Place_Name,Total_Transactions_count,Total_Amount,Quarter,Year,State,MyIndex
salem district,219916,375963971.6782604,1,2018,tamil-nadu,11591
nagapattinam district,25394,46160213.43216584,1,2018,tamil-nadu,11592
tirupathur district,38799,56805034.73148119,1,2018,tamil-nadu,11593
ariyalur district,16068,28339477.98730652,1,2018,tamil-nadu,11594
chennai district,2656230,4281137762.522443,1,2018,tamil-nadu,11595
the nilgiris district,29334,55552425.89904122,1,2018,tamil-nadu,11596
erode district,114560,198072372.7811173,1,2018,tamil-nadu,11597
karur district,42198,76141519.7297589,1,2018,tamil-nadu,11598
kallakkurichi district,32666,53643331.73237316,1,2018,tamil-nadu,11599
viluppuram district,59239,96341148.19973633,1,2018,tamil-nadu,11600
pudukkottai district,35973,65083487.93183672,1,2018,tamil-nadu,11601
perambalur district,13293,19364164.45474417,1,2018,tamil-nadu,11602
coimbatore district,533919,913824434.6276876,1,2018,tamil-nadu,11603
virudhunagar district,40154,64399880.89336612,1,2018,tamil-nadu,11604
dindigul district,65863,118771377.4496328,1,2018,tamil-nadu,11605
sivaganga district,34130,63944318.44032206,1,2018,tamil-nadu,11606
tenkasi district,24822,39439630.85720312,1,2018,tamil-nadu,11607
chengalpattu district,569483,1030187164.9716308,1,2018,tamil-nadu,11608
kanniyakumari district,44474,72304912.26185375,1,2018,tamil-nadu,11609
tirunelveli district,50976,96759984.01749644,1,2018,tamil-nadu,11610
thiruvallur district,413340,730210413.6566752,1,2018,tamil-nadu,11611
theni district,33275,54074355.481018536,1,2018,tamil-nadu,11612
ranipet district,50346,68782429.03208953,1,2018,tamil-nadu,11613
namakkal district,99497,178022610.2001903,1,2018,tamil-nadu,11614
vellore district,104902,153394007.9380332,1,2018,tamil-nadu,11615
thiruvarur district,20460,32378308.92221385,1,2018,tamil-nadu,11616
tiruchirappalli district,245903,507249777.3551696,2,2018,tamil-nadu,11617
ramanathapuram district,41164,95315460.36915746,2,2018,tamil-nadu,11618
krishnagiri district,240421,518922355.1506287,2,2018,tamil-nadu,11619
cuddalore district,135570,254106751.8993754,2,2018,tamil-nadu,11620
kancheepuram district,460276,926687779.5176952,2,2018,tamil-nadu,11621
tiruppur district,391330,829169121.0692805,2,2018,tamil-nadu,11622
dharmapuri district,98177,198033255.2159176,2,2018,tamil-nadu,11623
thoothukkudi district,59562,110287284.9538796,2,2018,tamil-nadu,11624
thanjavur district,124870,260046384.133076,2,2018,tamil-nadu,11625
madurai district,213788,460415565.2125236,2,2018,tamil-nadu,11626
tiruvannamalai district,103318,171723407.4021955,2,2018,tamil-nadu,11627
salem district,333175,709542959.1656411,2,2018,tamil-nadu,11628
nagapattinam district,41103,86466039.58831243,2,2018,tamil-nadu,11629
tirupathur district,58068,115249602.2933202,2,2018,tamil-nadu,11630
ariyalur district,26224,55081294.94754556,2,2018,tamil-nadu,11631
chennai district,3719593,7305357440.752292,2,2018,tamil-nadu,11632
the nilgiris district,55793,110994324.55658571,2,2018,tamil-nadu,11633
erode district,175257,367928461.655128,2,2018,tamil-nadu,11634
karur district,66337,137504455.9426564,2,2018,tamil-nadu,11635
kallakkurichi district,52388,103911012.3037998,2,2018,tamil-nadu,11636
viluppuram district,90084,170473508.69675562,2,2018,tamil-nadu,11637
pudukkottai district,58403,120759489.7505934,2,2018,tamil-nadu,11638
perambalur district,20977,37294395.57430517,2,2018,tamil-nadu,11639
coimbatore district,871802,1722112067.157432,2,2018,tamil-nadu,11640
virudhunagar district,65145,129048297.6958108,2,2018,tamil-nadu,11641
dindigul district,115319,243396384.034788,2,2018,tamil-nadu,11642
sivaganga district,55874,121656962.2252763,2,2018,tamil-nadu,11643
tenkasi district,44391,87372014.16415916,2,2018,tamil-nadu,11644
chengalpattu district,829689,1681243536.853809,2,2018,tamil-nadu,11645
kanniyakumari district,72489,140282942.1190908,2,2018,tamil-nadu,11646
tirunelveli district,78667,174732671.0940293,2,2018,tamil-nadu,11647
thiruvallur district,615860,1281039198.623536,2,2018,tamil-nadu,11648
theni district,51064,112377995.9224168,2,2018,tamil-nadu,11649
ranipet district,71093,136204501.1002895,2,2018,tamil-nadu,11650
namakkal district,145248,321879409.9592361,2,2018,tamil-nadu,11651
vellore district,130871,264336044.7169675,2,2018,tamil-nadu,11652
thiruvarur district,32835,57642123.09460784,2,2018,tamil-nadu,11653
tiruchirappalli district,342744,723073924.7012352,3,2018,tamil-nadu,11654
ramanathapuram district,60779,131442381.5631196,3,2018,tamil-nadu,11655
krishnagiri district,421247,853575950.8987745,3,2018,tamil-nadu,11656
cuddalore district,187987,378478273.9443118,3,2018,tamil-nadu,11657
kancheepuram district,766192,1416878619.3813162,3,2018,tamil-nadu,11658
tiruppur district,583538,1259741718.039976,3,2018,tamil-nadu,11659
dharmapuri district,147916,329348880.6186586,3,2018,tamil-nadu,11660
thoothukkudi district,89821,169828310.2675374,3,2018,tamil-nadu,11661
thanjavur district,278585,420498499.668428,3,2018,tamil-nadu,11662
madurai district,322515,702347696.9219126,3,2018,tamil-nadu,11663
tiruvannamalai district,147281,281481591.55415595,3,2018,tamil-nadu,11664
salem district,484460,980781000.3982488,3,2018,tamil-nadu,11665
nagapattinam district,62869,130013330.05042382,3,2018,tamil-nadu,11666
tirupathur district,81720,169304781.62115562,3,2018,tamil-nadu,11667
ariyalur district,38743,96680828.68223692,3,2018,tamil-nadu,11668
chennai district,5887343,10122319547.13798,3,2018,tamil-nadu,11669
the nilgiris district,103580,182889097.6750018,3,2018,tamil-nadu,11670
erode district,266272,545919227.8032167,3,2018,tamil-nadu,11671
karur district,96467,215593652.6887172,3,2018,tamil-nadu,11672
kallakkurichi district,74082,159528291.0690003,3,2018,tamil-nadu,11673
viluppuram district,131381,258888256.9373624,3,2018,tamil-nadu,11674
pudukkottai district,88258,194004461.8895409,3,2018,tamil-nadu,11675
perambalur district,30141,63352508.73676075,3,2018,tamil-nadu,11676
coimbatore district,1469560,2559173878.211163,3,2018,tamil-nadu,11677
virudhunagar district,93460,204113703.4823013,3,2018,tamil-nadu,11678
dindigul district,169183,369315588.0269084,3,2018,tamil-nadu,11679
sivaganga district,83843,201469521.9158269,3,2018,tamil-nadu,11680
tenkasi district,79752,137939888.5906233,3,2018,tamil-nadu,11681
chengalpattu district,1337462,2362109205.940035,3,2018,tamil-nadu,11682
kanniyakumari district,98676,207727734.9880998,3,2018,tamil-nadu,11683
tirunelveli district,129280,265496869.7978359,3,2018,tamil-nadu,11684
thiruvallur district,957503,1926378414.664647,3,2018,tamil-nadu,11685
theni district,74842,164986424.99007928,3,2018,tamil-nadu,11686
ranipet district,104100,201826720.6535424,3,2018,tamil-nadu,11687
namakkal district,226575,464581650.0613855,3,2018,tamil-nadu,11688
vellore district,209932,386936905.8516408,3,2018,tamil-nadu,11689
thiruvarur district,45989,92064901.75965646,3,2018,tamil-nadu,11690
tiruchirappalli district,521026,1117403132.556823,4,2018,tamil-nadu,11691
ramanathapuram district,90608,207229163.5948879,4,2018,tamil-nadu,11692
krishnagiri district,593519,1260396240.123799,4,2018,tamil-nadu,11693
cuddalore district,294247,572315407.3945904,4,2018,tamil-nadu,11694
kancheepuram district,1161731,2100098547.5513413,4,2018,tamil-nadu,11695
tiruppur district,811860,1780229997.978594,4,2018,tamil-nadu,11696
dharmapuri district,247249,536806090.41265815,4,2018,tamil-nadu,11697
thoothukkudi district,141155,272818734.9901414,4,2018,tamil-nadu,11698
thanjavur district,278646,542255739.7365916,4,2018,tamil-nadu,11699
madurai district,474612,1067216902.88037,4,2018,tamil-nadu,11700
tiruvannamalai district,242571,468651175.40105104,4,2018,tamil-nadu,11701
salem district,696312,1471377592.286099,4,2018,tamil-nadu,11702
nagapattinam district,96224,186021593.0036568,4,2018,tamil-nadu,11703
tirupathur district,143871,291583053.6924112,4,2018,tamil-nadu,11704
ariyalur district,62904,129214698.2049112,4,2018,tamil-nadu,11705
chennai district,8007699,14632395110.56675,4,2018,tamil-nadu,11706
the nilgiris district,134481,283004973.0986871,4,2018,tamil-nadu,11707
erode district,386966,835595470.3091648,4,2018,tamil-nadu,11708
karur district,146709,306020888.9052893,4,2018,tamil-nadu,11709
kallakkurichi district,126126,268522823.9222555,4,2018,tamil-nadu,11710
viluppuram district,214391,408880677.5429604,4,2018,tamil-nadu,11711
pudukkottai district,138821,301769878.2607471,4,2018,tamil-nadu,11712
perambalur district,50639,104392907.1335365,4,2018,tamil-nadu,11713
coimbatore district,1902305,3656789906.019909,4,2018,tamil-nadu,11714
virudhunagar district,157442,327805716.231165,4,2018,tamil-nadu,11715
dindigul district,243534,559786657.1867274,4,2018,tamil-nadu,11716
sivaganga district,128594,293589030.5548705,4,2018,tamil-nadu,11717
tenkasi district,106431,205216635.26106247,4,2018,tamil-nadu,11718
chengalpattu district,1974233,3371036660.9159293,4,2018,tamil-nadu,11719
kanniyakumari district,151693,344942162.4855958,4,2018,tamil-nadu,11720
tirunelveli district,167911,383033218.90277904,4,2018,tamil-nadu,11721
thiruvallur district,1578958,2979682370.963098,4,2018,tamil-nadu,11722
theni district,113542,276985851.7403515,4,2018,tamil-nadu,11723
ranipet district,185758,354380535.4720969,4,2018,tamil-nadu,11724
namakkal district,297669,682145913.4085293,4,2018,tamil-nadu,11725
vellore district,311703,577960235.4731153,4,2018,tamil-nadu,11726
thiruvarur district,75304,144518281.7328139,4,2018,tamil-nadu,11727
tiruchirappalli district,739515,1460934059.6618772,1,2019,tamil-nadu,11728
ramanathapuram district,117510,261212990.57586712,1,2019,tamil-nadu,11729
krishnagiri district,848874,1549327562.475432,1,2019,tamil-nadu,11730
cuddalore district,371882,699951874.4703772,1,2019,tamil-nadu,11731
kancheepuram district,1732340,2735468905.170376,1,2019,tamil-nadu,11732
tiruppur district,1078231,2186722074.2626576,1,2019,tamil-nadu,11733
dharmapuri district,331500,668652808.0588444,1,2019,tamil-nadu,11734
thoothukkudi district,180015,359895560.14600235,1,2019,tamil-nadu,11735
thanjavur district,405498,669639245.9756603,1,2019,tamil-nadu,11736
madurai district,662080,1386372054.513937,1,2019,tamil-nadu,11737
tiruvannamalai district,335517,587600686.1729097,1,2019,tamil-nadu,11738
salem district,949562,1916555034.695397,1,2019,tamil-nadu,11739
nagapattinam district,124400,244377942.6722074,1,2019,tamil-nadu,11740
tirupathur district,202883,385038982.587596,1,2019,tamil-nadu,11741
ariyalur district,73816,152352863.7204273,1,2019,tamil-nadu,11742
chennai district,11642449,18810971714.513683,1,2019,tamil-nadu,11743
the nilgiris district,158492,309832942.5684387,1,2019,tamil-nadu,11744
erode district,530256,1057858607.532634,1,2019,tamil-nadu,11745
karur district,185137,377068327.0145311,1,2019,tamil-nadu,11746
kallakkurichi district,156496,337609667.6977157,1,2019,tamil-nadu,11747
viluppuram district,286859,514030368.82836896,1,2019,tamil-nadu,11748
pudukkottai district,184227,348619009.3228488,1,2019,tamil-nadu,11749
perambalur district,67010,140622320.1727047,1,2019,tamil-nadu,11750
coimbatore district,2709665,5072064993.630945,1,2019,tamil-nadu,11751
virudhunagar district,222473,434593501.068418,1,2019,tamil-nadu,11752
dindigul district,296645,653290732.3983055,1,2019,tamil-nadu,11753
sivaganga district,159965,364945762.4726825,1,2019,tamil-nadu,11754
tenkasi district,126012,235423158.3782131,1,2019,tamil-nadu,11755
chengalpattu district,3285713,4918695631.396447,1,2019,tamil-nadu,11756
kanniyakumari district,181053,403789101.6641393,1,2019,tamil-nadu,11757
tirunelveli district,206676,446437662.9956399,1,2019,tamil-nadu,11758
thiruvallur district,2305713,3957616692.241628,1,2019,tamil-nadu,11759
theni district,141271,316272934.58338934,1,2019,tamil-nadu,11760
ranipet district,275147,468967113.3991915,1,2019,tamil-nadu,11761
namakkal district,381248,779612379.6185098,1,2019,tamil-nadu,11762
vellore district,521653,796074971.7121506,1,2019,tamil-nadu,11763
thiruvarur district,97262,195536577.76177225,1,2019,tamil-nadu,11764
tiruchirappalli district,776306,1748258486.294492,2,2019,tamil-nadu,11765
ramanathapuram district,123783,296811295.8616359,2,2019,tamil-nadu,11766
krishnagiri district,663016,1504554589.80862,2,2019,tamil-nadu,11767
cuddalore district,338724,724326506.6539905,2,2019,tamil-nadu,11768
kancheepuram district,1656532,2936409443.598878,2,2019,tamil-nadu,11769
tiruppur district,1179119,2631888252.799778,2,2019,tamil-nadu,11770
dharmapuri district,323447,750439298.4748436,2,2019,tamil-nadu,11771
thoothukkudi district,185632,412772487.6535857,2,2019,tamil-nadu,11772
thanjavur district,339651,680121355.5242591,2,2019,tamil-nadu,11773
madurai district,741073,1703311128.18451,2,2019,tamil-nadu,11774
tiruvannamalai district,321071,651936392.503907,2,2019,tamil-nadu,11775
salem district,1018100,2340941775.7458677,2,2019,tamil-nadu,11776
nagapattinam district,134853,288878413.07613444,2,2019,tamil-nadu,11777
tirupathur district,206045,439049538.03820497,2,2019,tamil-nadu,11778
ariyalur district,78382,182726352.9046266,2,2019,tamil-nadu,11779
chennai district,10577435,20366477248.325928,2,2019,tamil-nadu,11780
the nilgiris district,137469,343730237.7547302,2,2019,tamil-nadu,11781
erode district,618730,1395266699.39232,2,2019,tamil-nadu,11782
karur district,179180,416267818.1552208,2,2019,tamil-nadu,11783
kallakkurichi district,166891,378429511.93736297,2,2019,tamil-nadu,11784
viluppuram district,277403,576610926.2303933,2,2019,tamil-nadu,11785
pudukkottai district,142843,321121330.503316,2,2019,tamil-nadu,11786
perambalur district,71612,161197712.5657695,2,2019,tamil-nadu,11787
coimbatore district,3191687,7063644440.487608,2,2019,tamil-nadu,11788
virudhunagar district,214026,465084869.3948114,2,2019,tamil-nadu,11789
dindigul district,288758,696936336.7798494,2,2019,tamil-nadu,11790
sivaganga district,152693,372992810.1422117,2,2019,tamil-nadu,11791
tenkasi district,110318,247940691.2512072,2,2019,tamil-nadu,11792
chengalpattu district,3719692,5655296088.730307,2,2019,tamil-nadu,11793
kanniyakumari district,207995,466208102.0994936,2,2019,tamil-nadu,11794
tirunelveli district,198144,472709052.2940883,2,2019,tamil-nadu,11795
thiruvallur district,2486358,4674408137.818318,2,2019,tamil-nadu,11796
theni district,141459,356493376.3471781,2,2019,tamil-nadu,11797
ranipet district,252482,511118431.896072,2,2019,tamil-nadu,11798
namakkal district,329353,809609337.9236962,2,2019,tamil-nadu,11799
vellore district,527517,961718767.3510636,2,2019,tamil-nadu,11800
thiruvarur district,93958,201988781.2533109,2,2019,tamil-nadu,11801
tiruchirappalli district,1028271,2283457398.7735853,3,2019,tamil-nadu,11802
ramanathapuram district,164056,364511483.7921167,3,2019,tamil-nadu,11803
krishnagiri district,906439,1897364248.773857,3,2019,tamil-nadu,11804
cuddalore district,429418,854430041.4558712,3,2019,tamil-nadu,11805
kancheepuram district,2374121,3749463855.838708,3,2019,tamil-nadu,11806
tiruppur district,1583318,3459384833.856631,3,2019,tamil-nadu,11807
dharmapuri district,404500,892434523.6141176,3,2019,tamil-nadu,11808
thoothukkudi district,251434,514591122.2093332,3,2019,tamil-nadu,11809
thanjavur district,499378,862709786.020551,3,2019,tamil-nadu,11810
madurai district,1004838,2163231649.618825,3,2019,tamil-nadu,11811
tiruvannamalai district,408695,788782442.4394717,3,2019,tamil-nadu,11812
salem district,1348219,3089948772.2836013,3,2019,tamil-nadu,11813
