Payment_Mode,Total_Transactions_count,Total_Amount,Quarter,Year,State
Peer-to-peer payments,368048408,1375289566667.705,1,2022,telangana
Recharge & bill payments,66352138,50470450179.882545,1,2022,telangana
Financial Services,284035,394283511.9410973,1,2022,telangana
Others,2582005,642005688.7661512,1,2022,telangana
Merchant payments,565370506,307468406704.909,2,2022,telangana
Peer-to-peer payments,422056582,1580014085694.835,2,2022,telangana
Recharge & bill payments,75099130,63136761649.393105,2,2022,telangana
Financial Services,245023,324857780.5553103,2,2022,telangana
Others,611316,470432687.3850265,2,2022,telangana
Merchant payments,880414292,447150646953.73694,3,2022,telangana
Peer-to-peer payments,626830752,2170173323588.5298,3,2022,telangana
Recharge & bill payments,119779835,87937210666.27194,3,2022,telangana
Financial Services,340458,442783619.091239,3,2022,telangana
Others,800064,621900924.4423015,3,2022,telangana
Merchant payments,1002521735,491556008133.5354,4,2022,telangana
Peer-to-peer payments,694612831,2393380395296.851,4,2022,telangana
Recharge & bill payments,121188131,92136759501.42021,4,2022,telangana
Financial Services,401838,498719426.00543725,4,2022,telangana
Others,782297,680680558.3343163,4,2022,telangana
Recharge & bill payments,86819,14079439.56990594,1,2018,tripura
Peer-to-peer payments,44844,112229994.97675669,1,2018,tripura
Financial Services,4842,672247.5881710155,1,2018,tripura
Merchant payments,4833,6080959.882836086,1,2018,tripura
Others,6819,4916272.512952799,1,2018,tripura
Recharge & bill payments,118171,22554398.15273035,2,2018,tripura
Peer-to-peer payments,73821,197666881.87296882,2,2018,tripura
Merchant payments,9621,10570951.15156878,2,2018,tripura
Financial Services,6925,1264101.904810368,2,2018,tripura
Others,6021,4835385.634057636,2,2018,tripura
Peer-to-peer payments,186065,398867427.3246338,3,2018,tripura
Recharge & bill payments,156308,33484811.21282282,3,2018,tripura
Merchant payments,21476,16092396.41113394,3,2018,tripura
Financial Services,8106,1080000.0112896338,3,2018,tripura
Others,5748,4338753.080712541,3,2018,tripura
Recharge & bill payments,204720,38334816.66379926,4,2018,tripura
Peer-to-peer payments,179739,549068822.3729683,4,2018,tripura
Merchant payments,50888,31066467.63339032,4,2018,tripura
Financial Services,6441,1023126.8205747404,4,2018,tripura
Others,6271,5392365.973713988,4,2018,tripura
Peer-to-peer payments,296993,679165332.8123899,1,2019,tripura
Recharge & bill payments,227997,44429378.42277926,1,2019,tripura
Merchant payments,46642,28109966.31994779,1,2019,tripura
Financial Services,4189,461473.58856435167,1,2019,tripura
Others,5105,4728790.472138839,1,2019,tripura
Peer-to-peer payments,240776,751113516.2256755,2,2019,tripura
Recharge & bill payments,218649,48989430.60730426,2,2019,tripura
Merchant payments,64829,35275706.82877502,2,2019,tripura
Financial Services,1899,339184.3344705297,2,2019,tripura
Others,6405,6103644.851151889,2,2019,tripura
Recharge & bill payments,339539,81845425.35425141,3,2019,tripura
Peer-to-peer payments,270163,884623553.9011385,3,2019,tripura
Merchant payments,68399,44802063.64430427,3,2019,tripura
Financial Services,27970,582020.9903208594,3,2019,tripura
Others,5646,5524358.927209696,3,2019,tripura
Recharge & bill payments,373779,88001651.28693296,4,2019,tripura
Peer-to-peer payments,359076,1071507585.9983541,4,2019,tripura
Merchant payments,62458,51274033.720727704,4,2019,tripura
Financial Services,2239,377097.66713108413,4,2019,tripura
Others,4272,4239791.585043055,4,2019,tripura
Recharge & bill payments,449584,114355218.0351404,1,2020,tripura
Peer-to-peer payments,366218,1400694933.570157,1,2020,tripura
Merchant payments,102861,68590603.6377098,1,2020,tripura
Financial Services,1722,1066651.521721911,1,2020,tripura
Others,4117,4071399.6237732675,1,2020,tripura
Recharge & bill payments,600206,163220166.76643568,2,2020,tripura
Peer-to-peer payments,346863,1501452755.689023,2,2020,tripura
Merchant payments,97816,99795973.60794038,2,2020,tripura
Financial Services,2904,2247782.5219734698,2,2020,tripura
Others,4731,2459205.000588993,2,2020,tripura
Recharge & bill payments,627363,185201997.27960992,3,2020,tripura
Peer-to-peer payments,477769,1959371082.9173033,3,2020,tripura
Merchant payments,202106,190218136.28088412,3,2020,tripura
Financial Services,3828,3141391.5755430083,3,2020,tripura
Others,6819,3886908.1625436572,3,2020,tripura
Peer-to-peer payments,650386,2683789889.83192,4,2020,tripura
Recharge & bill payments,631611,192385823.4322018,4,2020,tripura
Merchant payments,357567,296872485.4156503,4,2020,tripura
Financial Services,4084,3666639.308697606,4,2020,tripura
Others,8242,5416158.232838955,4,2020,tripura
Peer-to-peer payments,643366,2821226150.591918,1,2021,tripura
Recharge & bill payments,508718,173211140.89346513,1,2021,tripura
Merchant payments,350366,333743281.3210389,1,2021,tripura
Financial Services,3146,2879929.222833151,1,2021,tripura
Others,5827,4281067.764165951,1,2021,tripura
Peer-to-peer payments,703728,2865655130.431326,2,2021,tripura
Recharge & bill payments,589839,189808502.9050523,2,2021,tripura
Merchant payments,440060,404915546.51771075,2,2021,tripura
Financial Services,3656,3503925.3381061675,2,2021,tripura
Others,7146,4271255.844077852,2,2021,tripura
Peer-to-peer payments,864329,3491901741.159418,3,2021,tripura
Recharge & bill payments,620991,215226019.5759628,3,2021,tripura
Merchant payments,584079,648504775.623629,3,2021,tripura
Financial Services,2886,3473153.087671739,3,2021,tripura
Others,8915,5028078.734792852,3,2021,tripura
Peer-to-peer payments,1060915,4368786747.103016,4,2021,tripura
Merchant payments,793636,874005407.7140213,4,2021,tripura
Recharge & bill payments,650251,241225282.0745188,4,2021,tripura
Financial Services,3635,5073898.6076811645,4,2021,tripura
Others,12256,7838128.800210228,4,2021,tripura
Peer-to-peer payments,1221863,4934712034.365204,1,2022,tripura
Merchant payments,992891,1037265262.6570491,1,2022,tripura
Recharge & bill payments,641170,262348230.9954375,1,2022,tripura
Financial Services,4351,5782533.2422681665,1,2022,tripura
Others,10915,7221703.089884497,1,2022,tripura
Peer-to-peer payments,1443647,5354182193.788111,2,2022,tripura
Merchant payments,1322009,1235804019.563663,2,2022,tripura
Recharge & bill payments,638643,278018856.1783528,2,2022,tripura
Financial Services,3812,4533635.768901512,2,2022,tripura
Others,10553,5732336.736273008,2,2022,tripura
Peer-to-peer payments,1836678,6718925839.047781,3,2022,tripura
Merchant payments,1660497,1589078400.261532,3,2022,tripura
Recharge & bill payments,745382,329401812.4140819,3,2022,tripura
Financial Services,4343,5330626.119674753,3,2022,tripura
Others,9679,5616127.06807068,3,2022,tripura
Peer-to-peer payments,2252390,8142233538.414011,4,2022,tripura
Merchant payments,2054988,1925282618.810984,4,2022,tripura
Recharge & bill payments,874800,373875271.1987865,4,2022,tripura
Financial Services,5787,5028488.55453164,4,2022,tripura
Others,10225,6551901.175783692,4,2022,tripura
Recharge & bill payments,7003704,1201827543.8816478,1,2018,uttar-pradesh
Peer-to-peer payments,4123625,11786969148.760592,1,2018,uttar-pradesh
Merchant payments,442436,428301434.2754866,1,2018,uttar-pradesh
Financial Services,397328,75150444.99108115,1,2018,uttar-pradesh
Others,570712,447722351.3138524,1,2018,uttar-pradesh
Recharge & bill payments,9232131,2044535461.4826078,2,2018,uttar-pradesh
Peer-to-peer payments,6484369,22197440015.94554,2,2018,uttar-pradesh
Merchant payments,909545,799920463.267408,2,2018,uttar-pradesh
Financial Services,563213,105536911.8402665,2,2018,uttar-pradesh
Others,521685,572768843.1641636,2,2018,uttar-pradesh
Peer-to-peer payments,13828768,32944051606.98276,3,2018,uttar-pradesh
Recharge & bill payments,9140873,2485029062.8899508,3,2018,uttar-pradesh
Merchant payments,2397448,1012726185.1169591,3,2018,uttar-pradesh
Financial Services,603303,76605144.65776658,3,2018,uttar-pradesh
Others,544964,493702369.5936288,3,2018,uttar-pradesh
Peer-to-peer payments,15804910,48836291123.914734,4,2018,uttar-pradesh
Recharge & bill payments,11976808,3040717446.728788,4,2018,uttar-pradesh
Merchant payments,6953857,2480267671.2597933,4,2018,uttar-pradesh
Financial Services,517619,76250539.85851902,4,2018,uttar-pradesh
Others,847573,663216794.1554663,4,2018,uttar-pradesh
Peer-to-peer payments,32062452,68506766330.451485,1,2019,uttar-pradesh
Recharge & bill payments,15400713,4231102032.956448,1,2019,uttar-pradesh
Merchant payments,8558766,3105904146.2085333,1,2019,uttar-pradesh
Financial Services,389733,43341558.4853555,1,2019,uttar-pradesh
Others,912840,637066065.9078369,1,2019,uttar-pradesh
Peer-to-peer payments,27105049,87581482658.94861,2,2019,uttar-pradesh
Recharge & bill payments,17551537,5627886175.9093685,2,2019,uttar-pradesh
Merchant payments,12733089,4894223107.452321,2,2019,uttar-pradesh
Financial Services,264091,38169259.945291094,2,2019,uttar-pradesh
Others,1229734,775758168.4201038,2,2019,uttar-pradesh
Peer-to-peer payments,26990786,95134023863.97963,3,2019,uttar-pradesh
Recharge & bill payments,20359672,8000160942.595397,3,2019,uttar-pradesh
Merchant payments,19625935,7399443975.24218,3,2019,uttar-pradesh
Financial Services,258548,51363215.14597865,3,2019,uttar-pradesh
Others,1389018,683145478.0865316,3,2019,uttar-pradesh
Peer-to-peer payments,40540310,126564888408.1326,4,2019,uttar-pradesh
Recharge & bill payments,24299776,9082140369.774977,4,2019,uttar-pradesh
Merchant payments,20582052,9412924984.9687,4,2019,uttar-pradesh
Financial Services,242936,45686806.830938116,4,2019,uttar-pradesh
Others,1239931,433285937.588854,4,2019,uttar-pradesh
Peer-to-peer payments,39581157,147734706846.5617,1,2020,uttar-pradesh
Recharge & bill payments,29777603,11168417430.65222,1,2020,uttar-pradesh
Merchant payments,26741638,13072371616.871721,1,2020,uttar-pradesh
Financial Services,139990,64365117.40935904,1,2020,uttar-pradesh
Others,998744,376573949.20359,1,2020,uttar-pradesh
Recharge & bill payments,42229417,14668026056.36812,2,2020,uttar-pradesh
Peer-to-peer payments,39434202,150079524408.8693,2,2020,uttar-pradesh
Merchant payments,18625913,13655151082.57472,2,2020,uttar-pradesh
Financial Services,150360,131930242.90371712,2,2020,uttar-pradesh
Others,412073,209384339.5723213,2,2020,uttar-pradesh
Peer-to-peer payments,54449911,207530912756.7304,3,2020,uttar-pradesh
Recharge & bill payments,37465163,16437365640.853413,3,2020,uttar-pradesh
Merchant payments,34697942,24224433240.83624,3,2020,uttar-pradesh
Financial Services,206210,194129227.54374272,3,2020,uttar-pradesh
Others,586033,303114557.0989778,3,2020,uttar-pradesh
Peer-to-peer payments,75433782,294401153346.7633,4,2020,uttar-pradesh
Merchant payments,61922138,44438824680.67094,4,2020,uttar-pradesh
Recharge & bill payments,39570153,17793973968.76192,4,2020,uttar-pradesh
Financial Services,246868,255803306.13741982,4,2020,uttar-pradesh
Others,994576,539071475.9342327,4,2020,uttar-pradesh
Peer-to-peer payments,85539321,321609613378.6789,1,2021,uttar-pradesh
Merchant payments,78873969,55362244381.43686,1,2021,uttar-pradesh
Recharge & bill payments,38981894,18563189222.328213,1,2021,uttar-pradesh
Financial Services,250656,266104783.74495733,1,2021,uttar-pradesh
Others,853707,486435811.37712044,1,2021,uttar-pradesh
Peer-to-peer payments,102927942,388761820128.4563,2,2021,uttar-pradesh
Merchant payments,84860582,70351401159.78787,2,2021,uttar-pradesh
Recharge & bill payments,53030710,22266927128.754078,2,2021,uttar-pradesh
Financial Services,270944,266853066.8296254,2,2021,uttar-pradesh
Others,858953,525487682.5584012,2,2021,uttar-pradesh
Peer-to-peer payments,127945827,440726915882.17084,3,2021,uttar-pradesh
Merchant payments,126699830,91089049637.02377,3,2021,uttar-pradesh
Recharge & bill payments,50414232,24348150109.63599,3,2021,uttar-pradesh
Financial Services,253418,292009129.0296748,3,2021,uttar-pradesh
Others,1230077,624716522.074541,3,2021,uttar-pradesh
Merchant payments,183966052,142889329646.0546,4,2021,uttar-pradesh
Peer-to-peer payments,167503176,600973581946.6771,4,2021,uttar-pradesh
Recharge & bill payments,52863531,28812549097.65689,4,2021,uttar-pradesh
Financial Services,353219,386356976.48969895,4,2021,uttar-pradesh
Others,1471954,829152405.3448995,4,2021,uttar-pradesh
Merchant payments,221556930,165543931419.27042,1,2022,uttar-pradesh
Peer-to-peer payments,195592648,684758883172.6667,1,2022,uttar-pradesh
Recharge & bill payments,54873261,31683813998.38605,1,2022,uttar-pradesh
Financial Services,358499,386218170.5981607,1,2022,uttar-pradesh
Others,1571908,750327356.10464,1,2022,uttar-pradesh
Merchant payments,298721048,216176289528.4325,2,2022,uttar-pradesh
Peer-to-peer payments,232444860,812579156783.274,2,2022,uttar-pradesh
Recharge & bill payments,62659780,37867966758.88997,2,2022,uttar-pradesh
Financial Services,268349,285646084.32585233,2,2022,uttar-pradesh
Others,1204739,606123265.0864555,2,2022,uttar-pradesh
Merchant payments,361972506,232005905549.1372,3,2022,uttar-pradesh
Peer-to-peer payments,267205027,844564255684.5037,3,2022,uttar-pradesh
Recharge & bill payments,72984811,43854148172.58542,3,2022,uttar-pradesh
Financial Services,367887,344330142.1388885,3,2022,uttar-pradesh
Others,1058841,601411350.4106325,3,2022,uttar-pradesh
Merchant payments,439247166,296781967366.6535,4,2022,uttar-pradesh
Peer-to-peer payments,317613698,1030345562935.882,4,2022,uttar-pradesh
Recharge & bill payments,78025017,48159073834.942955,4,2022,uttar-pradesh
Financial Services,418329,430212917.2764113,4,2022,uttar-pradesh
Others,1064861,661985014.7568951,4,2022,uttar-pradesh
Recharge & bill payments,730428,124377517.3349145,1,2018,uttarakhand
Peer-to-peer payments,399545,1296603346.334598,1,2018,uttarakhand
Merchant payments,35382,39372913.10424411,1,2018,uttarakhand
Financial Services,27761,5637758.5563494945,1,2018,uttarakhand
Others,53569,42553823.19378027,1,2018,uttarakhand
Recharge & bill payments,946332,193802092.8234874,2,2018,uttarakhand
Peer-to-peer payments,620490,2358941864.768211,2,2018,uttarakhand
Merchant payments,60494,66946005.758901335,2,2018,uttarakhand
Financial Services,29919,7913276.778501136,2,2018,uttarakhand
Others,46887,52152138.421940185,2,2018,uttarakhand
Peer-to-peer payments,1049725,3356030294.930648,3,2018,uttarakhand
Recharge & bill payments,1004356,239244556.7664653,3,2018,uttarakhand
Merchant payments,112342,84447374.86583523,3,2018,uttarakhand
Financial Services,22792,4334709.909645849,3,2018,uttarakhand
Others,39917,42516103.38590273,3,2018,uttarakhand
Peer-to-peer payments,1556731,5072621132.34355,4,2018,uttarakhand
Recharge & bill payments,1252124,292877734.3379558,4,2018,uttarakhand
Merchant payments,289733,228453045.85460952,4,2018,uttarakhand
Financial Services,29916,6035161.098892693,4,2018,uttarakhand
Others,50257,54285064.328889735,4,2018,uttarakhand
Peer-to-peer payments,3499130,6512361464.496071,1,2019,uttarakhand
Recharge & bill payments,1590269,394631055.6931843,1,2019,uttarakhand
Merchant payments,372290,226281078.76994142,1,2019,uttarakhand
Financial Services,28784,3951610.30495379,1,2019,uttarakhand
Others,55528,46303966.00979781,1,2019,uttarakhand
Peer-to-peer payments,2383662,7752954670.580209,2,2019,uttarakhand
Recharge & bill payments,1616176,454962951.9136597,2,2019,uttarakhand
Merchant payments,721858,323876953.4104364,2,2019,uttarakhand
Financial Services,21852,2550386.4774141517,2,2019,uttarakhand
Others,69727,54187888.53677146,2,2019,uttarakhand
Peer-to-peer payments,2313544,8512622076.436332,3,2019,uttarakhand
Recharge & bill payments,2201606,683772296.9748493,3,2019,uttarakhand
Merchant payments,1121052,480794827.1193007,3,2019,uttarakhand
Financial Services,12119,4570326.192004257,3,2019,uttarakhand
Others,62155,47272543.29483966,3,2019,uttarakhand
Peer-to-peer payments,3210116,11020339546.60495,4,2019,uttarakhand
Recharge & bill payments,2547173,817728111.4576316,4,2019,uttarakhand
Merchant payments,1542944,701746516.8731368,4,2019,uttarakhand
