Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
chikkamagaluru district,98090,0,1,2019,karnataka
haveri district,100853,0,1,2019,karnataka
ballari district,281648,0,1,2019,karnataka
belagavi district,412265,0,1,2019,karnataka
kolar district,201909,0,1,2019,karnataka
uttara kannada district,131243,0,1,2019,karnataka
tumakuru district,258398,0,1,2019,karnataka
yadgir district,67099,0,1,2019,karnataka
bengaluru urban district,5003207,0,1,2019,karnataka
chikkaballapura district,137719,0,1,2019,karnataka
davanagere district,191840,0,1,2019,karnataka
bagalkote district,173415,0,1,2019,karnataka
vijayapura district,199735,0,1,2019,karnataka
koppal district,103151,0,1,2019,karnataka
bidar district,160253,0,1,2019,karnataka
bengaluru rural district,267147,0,1,2019,karnataka
raichur district,163836,0,1,2019,karnataka
chamarajanagara district,59101,0,1,2019,karnataka
dakshina kannada district,254135,0,1,2019,karnataka
hassan district,169484,0,1,2019,karnataka
dharwad district,287568,0,1,2019,karnataka
shivamogga district,174221,0,1,2019,karnataka
udupi district,136628,0,1,2019,karnataka
gadag district,82724,0,1,2019,karnataka
mysuru district,517839,3883347,2,2019,karnataka
chitradurga district,152893,917295,2,2019,karnataka
kalaburagi district,267907,1592100,2,2019,karnataka
ramanagara district,177164,1571272,2,2019,karnataka
mandya district,200103,1408879,2,2019,karnataka
kodagu district,60977,323029,2,2019,karnataka
chikkamagaluru district,119458,597243,2,2019,karnataka
haveri district,120318,607007,2,2019,karnataka
ballari district,330704,2591795,2,2019,karnataka
belagavi district,492435,2779128,2,2019,karnataka
kolar district,240400,1936572,2,2019,karnataka
uttara kannada district,155128,723813,2,2019,karnataka
tumakuru district,312592,2112256,2,2019,karnataka
yadgir district,79499,479502,2,2019,karnataka
bengaluru urban district,5694165,71768692,2,2019,karnataka
chikkaballapura district,165237,1341464,2,2019,karnataka
davanagere district,226600,1439455,2,2019,karnataka
bagalkote district,202371,1174328,2,2019,karnataka
vijayapura district,237960,1452198,2,2019,karnataka
koppal district,122344,771554,2,2019,karnataka
bidar district,185622,1279191,2,2019,karnataka
bengaluru rural district,314610,3040775,2,2019,karnataka
raichur district,192262,1319337,2,2019,karnataka
chamarajanagara district,71698,415442,2,2019,karnataka
dakshina kannada district,306684,1488612,2,2019,karnataka
hassan district,205501,1137827,2,2019,karnataka
dharwad district,342439,2485798,2,2019,karnataka
shivamogga district,210772,1104757,2,2019,karnataka
udupi district,163912,682081,2,2019,karnataka
gadag district,98493,600062,2,2019,karnataka
mysuru district,601068,15381179,3,2019,karnataka
chitradurga district,175696,3445767,3,2019,karnataka
kalaburagi district,306756,6218351,3,2019,karnataka
ramanagara district,205821,5830730,3,2019,karnataka
mandya district,234243,5402921,3,2019,karnataka
kodagu district,73300,1142114,3,2019,karnataka
chikkamagaluru district,140270,2245116,3,2019,karnataka
haveri district,138074,2239923,3,2019,karnataka
ballari district,376264,9897166,3,2019,karnataka
belagavi district,568340,10591496,3,2019,karnataka
kolar district,277877,7359399,3,2019,karnataka
uttara kannada district,177303,2570391,3,2019,karnataka
tumakuru district,366543,8373477,3,2019,karnataka
yadgir district,90633,1739841,3,2019,karnataka
bengaluru urban district,6383771,286764483,3,2019,karnataka
chikkaballapura district,191086,5085160,3,2019,karnataka
davanagere district,259239,5292577,3,2019,karnataka
bagalkote district,227893,4396253,3,2019,karnataka
vijayapura district,272575,5507794,3,2019,karnataka
koppal district,140202,2868241,3,2019,karnataka
bidar district,211382,4744766,3,2019,karnataka
bengaluru rural district,361924,12165553,3,2019,karnataka
raichur district,219963,4884784,3,2019,karnataka
chamarajanagara district,83829,1556076,3,2019,karnataka
dakshina kannada district,363240,5760451,3,2019,karnataka
hassan district,239587,4197871,3,2019,karnataka
dharwad district,397243,10736033,3,2019,karnataka
shivamogga district,246474,4354833,3,2019,karnataka
udupi district,191625,2732005,3,2019,karnataka
gadag district,112854,2198909,3,2019,karnataka
mysuru district,686169,20282620,4,2019,karnataka
chitradurga district,204763,4761975,4,2019,karnataka
kalaburagi district,355228,8600804,4,2019,karnataka
ramanagara district,238556,7996637,4,2019,karnataka
mandya district,272705,7321773,4,2019,karnataka
kodagu district,86496,1676527,4,2019,karnataka
chikkamagaluru district,164190,3246391,4,2019,karnataka
haveri district,160702,3069637,4,2019,karnataka
ballari district,429391,13342591,4,2019,karnataka
belagavi district,656749,14298924,4,2019,karnataka
kolar district,321279,9946553,4,2019,karnataka
uttara kannada district,202180,3454632,4,2019,karnataka
tumakuru district,428605,11843986,4,2019,karnataka
yadgir district,105445,2422884,4,2019,karnataka
bengaluru urban district,7016836,353757216,4,2019,karnataka
chikkaballapura district,221609,6890491,4,2019,karnataka
davanagere district,298755,7287464,4,2019,karnataka
bagalkote district,260054,5878530,4,2019,karnataka
vijayapura district,314097,7480611,4,2019,karnataka
koppal district,162861,3948062,4,2019,karnataka
bidar district,243303,6709326,4,2019,karnataka
bengaluru rural district,411896,16114910,4,2019,karnataka
raichur district,253236,6892107,4,2019,karnataka
chamarajanagara district,98140,2069842,4,2019,karnataka
dakshina kannada district,423031,7875886,4,2019,karnataka
hassan district,279728,5917518,4,2019,karnataka
dharwad district,452178,13718357,4,2019,karnataka
shivamogga district,286945,6123526,4,2019,karnataka
udupi district,220313,3719466,4,2019,karnataka
gadag district,129976,3025624,4,2019,karnataka
mysuru district,764697,23157562,1,2020,karnataka
chitradurga district,233840,6183299,1,2020,karnataka
kalaburagi district,402676,10731948,1,2020,karnataka
ramanagara district,267981,9733240,1,2020,karnataka
mandya district,309136,9387333,1,2020,karnataka
kodagu district,98612,1929841,1,2020,karnataka
chikkamagaluru district,186487,3874339,1,2020,karnataka
haveri district,184781,3960695,1,2020,karnataka
ballari district,481004,16047162,1,2020,karnataka
belagavi district,746925,17121517,1,2020,karnataka
kolar district,361750,12303181,1,2020,karnataka
uttara kannada district,226792,4118524,1,2020,karnataka
tumakuru district,488995,14944882,1,2020,karnataka
yadgir district,121589,3264873,1,2020,karnataka
bengaluru urban district,7564577,365358412,1,2020,karnataka
chikkaballapura district,250163,8606320,1,2020,karnataka
davanagere district,337445,8693016,1,2020,karnataka
bagalkote district,293935,7199781,1,2020,karnataka
vijayapura district,357428,9313061,1,2020,karnataka
koppal district,185866,5100820,1,2020,karnataka
bidar district,275072,8639094,1,2020,karnataka
bengaluru rural district,455608,18109090,1,2020,karnataka
raichur district,285797,8561095,1,2020,karnataka
chamarajanagara district,112400,2677247,1,2020,karnataka
dakshina kannada district,481992,9167438,1,2020,karnataka
hassan district,318850,7555719,1,2020,karnataka
dharwad district,502446,15318060,1,2020,karnataka
shivamogga district,324957,7363924,1,2020,karnataka
udupi district,247646,4331891,1,2020,karnataka
gadag district,147533,3734672,1,2020,karnataka
mysuru district,837003,18069895,2,2020,karnataka
chitradurga district,267374,7921698,2,2020,karnataka
kalaburagi district,455786,12273057,2,2020,karnataka
ramanagara district,297300,9630491,2,2020,karnataka
mandya district,346777,10682341,2,2020,karnataka
kodagu district,112121,2083487,2,2020,karnataka
chikkamagaluru district,211842,4688043,2,2020,karnataka
haveri district,212822,4828428,2,2020,karnataka
ballari district,537204,16857518,2,2020,karnataka
belagavi district,849149,18286088,2,2020,karnataka
kolar district,404048,13758597,2,2020,karnataka
uttara kannada district,257257,4832970,2,2020,karnataka
tumakuru district,552123,16600911,2,2020,karnataka
yadgir district,140500,4149274,2,2020,karnataka
bengaluru urban district,8028070,217406465,2,2020,karnataka
chikkaballapura district,280849,9635695,2,2020,karnataka
davanagere district,380810,9219076,2,2020,karnataka
bagalkote district,334436,8204201,2,2020,karnataka
vijayapura district,407483,10678723,2,2020,karnataka
koppal district,212354,6151219,2,2020,karnataka
bidar district,312859,11031911,2,2020,karnataka
bengaluru rural district,496292,14889541,2,2020,karnataka
raichur district,321809,9717951,2,2020,karnataka
chamarajanagara district,128971,3414811,2,2020,karnataka
dakshina kannada district,543603,7580908,2,2020,karnataka
hassan district,361759,9097572,2,2020,karnataka
dharwad district,554235,12377558,2,2020,karnataka
shivamogga district,365651,7734883,2,2020,karnataka
udupi district,277972,4383464,2,2020,karnataka
gadag district,166907,4323299,2,2020,karnataka
mysuru district,923296,26595871,3,2020,karnataka
chitradurga district,300719,10159890,3,2020,karnataka
kalaburagi district,507894,16580065,3,2020,karnataka
ramanagara district,329112,12931411,3,2020,karnataka
mandya district,386051,13267940,3,2020,karnataka
kodagu district,127160,2791774,3,2020,karnataka
chikkamagaluru district,240177,6269375,3,2020,karnataka
haveri district,243591,6367113,3,2020,karnataka
ballari district,595935,23172796,3,2020,karnataka
belagavi district,951629,24325882,3,2020,karnataka
kolar district,449470,18721704,3,2020,karnataka
uttara kannada district,287730,6238135,3,2020,karnataka
tumakuru district,618091,21713087,3,2020,karnataka
yadgir district,157834,5211314,3,2020,karnataka
bengaluru urban district,8611452,322860571,3,2020,karnataka
chikkaballapura district,313480,13001841,3,2020,karnataka
davanagere district,426961,12583087,3,2020,karnataka
bagalkote district,376754,11151542,3,2020,karnataka
vijayapura district,458119,14492659,3,2020,karnataka
koppal district,239771,8347850,3,2020,karnataka
bidar district,347354,13891230,3,2020,karnataka
bengaluru rural district,543893,22521395,3,2020,karnataka
raichur district,357794,13008515,3,2020,karnataka
chamarajanagara district,145166,4038938,3,2020,karnataka
dakshina kannada district,617552,11393774,3,2020,karnataka
hassan district,407970,11515402,3,2020,karnataka
dharwad district,608659,17999599,3,2020,karnataka
shivamogga district,411810,10667405,3,2020,karnataka
udupi district,314731,6056848,3,2020,karnataka
gadag district,187395,5806199,3,2020,karnataka
mysuru district,1015945,36538089,4,2020,karnataka
chitradurga district,333450,12510031,4,2020,karnataka
kalaburagi district,559718,21222389,4,2020,karnataka
ramanagara district,361201,16517041,4,2020,karnataka
mandya district,425378,16160451,4,2020,karnataka
kodagu district,141874,3987098,4,2020,karnataka
chikkamagaluru district,268100,8071176,4,2020,karnataka
haveri district,271755,8140283,4,2020,karnataka
ballari district,654751,30046637,4,2020,karnataka
belagavi district,1051934,31134675,4,2020,karnataka
kolar district,495224,23730229,4,2020,karnataka
uttara kannada district,318811,8207702,4,2020,karnataka
tumakuru district,682441,27104012,4,2020,karnataka
yadgir district,174982,6596547,4,2020,karnataka
bengaluru urban district,9286243,456667561,4,2020,karnataka
chikkaballapura district,345355,15886888,4,2020,karnataka
davanagere district,471813,16184025,4,2020,karnataka
bagalkote district,415594,14221516,4,2020,karnataka
vijayapura district,504403,17980063,4,2020,karnataka
koppal district,266212,10887251,4,2020,karnataka
bidar district,381843,17145651,4,2020,karnataka
bengaluru rural district,593872,30396643,4,2020,karnataka
raichur district,393385,16304518,4,2020,karnataka
chamarajanagara district,161907,5235691,4,2020,karnataka
dakshina kannada district,690826,16059638,4,2020,karnataka
hassan district,453802,14765001,4,2020,karnataka
dharwad district,663973,24402584,4,2020,karnataka
shivamogga district,455648,13529152,4,2020,karnataka
udupi district,352464,8435951,4,2020,karnataka
gadag district,207278,7442197,4,2020,karnataka
mysuru district,1094627,42998885,1,2021,karnataka
chitradurga district,359774,13146825,1,2021,karnataka
kalaburagi district,602937,24147877,1,2021,karnataka
ramanagara district,389219,18160635,1,2021,karnataka
mandya district,458538,17976756,1,2021,karnataka
kodagu district,153053,4337845,1,2021,karnataka
chikkamagaluru district,289630,8631829,1,2021,karnataka
haveri district,293899,8803231,1,2021,karnataka
ballari district,705364,32592485,1,2021,karnataka
belagavi district,1132987,34752351,1,2021,karnataka
kolar district,534157,25549286,1,2021,karnataka
uttara kannada district,343355,9070620,1,2021,karnataka
tumakuru district,736609,30118851,1,2021,karnataka
yadgir district,189271,7214734,1,2021,karnataka
bengaluru urban district,9955387,554419656,1,2021,karnataka
chikkaballapura district,372241,17087913,1,2021,karnataka
davanagere district,508179,17621765,1,2021,karnataka
bagalkote district,447765,15053079,1,2021,karnataka
vijayapura district,543181,19138250,1,2021,karnataka
koppal district,287597,11497598,1,2021,karnataka
bidar district,411728,19569082,1,2021,karnataka
bengaluru rural district,639890,34184669,1,2021,karnataka
raichur district,424252,17480505,1,2021,karnataka
chamarajanagara district,174952,5520986,1,2021,karnataka
dakshina kannada district,746964,18655914,1,2021,karnataka
hassan district,490609,16390159,1,2021,karnataka
dharwad district,714056,28863170,1,2021,karnataka
shivamogga district,491220,14935102,1,2021,karnataka
udupi district,380553,9126747,1,2021,karnataka
gadag district,223838,7870580,1,2021,karnataka
mysuru district,1168608,36371793,2,2021,karnataka
chitradurga district,386380,29255441,2,2021,karnataka
kalaburagi district,645639,42069112,2,2021,karnataka
ramanagara district,416739,23827957,2,2021,karnataka
mandya district,491102,25908721,2,2021,karnataka
kodagu district,163742,8488815,2,2021,karnataka
chikkamagaluru district,311052,17822948,2,2021,karnataka
haveri district,315491,16739886,2,2021,karnataka
ballari district,755860,41859992,2,2021,karnataka
belagavi district,1213293,44624929,2,2021,karnataka
kolar district,571929,30373692,2,2021,karnataka
uttara kannada district,367399,16680175,2,2021,karnataka
tumakuru district,790148,50740889,2,2021,karnataka
yadgir district,203336,16112341,2,2021,karnataka
bengaluru urban district,10604609,300938617,2,2021,karnataka
chikkaballapura district,399185,25947736,2,2021,karnataka
davanagere district,543821,25570785,2,2021,karnataka
bagalkote district,479927,22075518,2,2021,karnataka
vijayapura district,582278,34636839,2,2021,karnataka
koppal district,308936,21252031,2,2021,karnataka
bidar district,441065,31639098,2,2021,karnataka
bengaluru rural district,684759,26632282,2,2021,karnataka
raichur district,455771,29994576,2,2021,karnataka
chamarajanagara district,187469,12338325,2,2021,karnataka
dakshina kannada district,798331,15802873,2,2021,karnataka
hassan district,526240,28769195,2,2021,karnataka
dharwad district,763441,25161458,2,2021,karnataka
shivamogga district,526831,23646109,2,2021,karnataka
udupi district,407264,11064393,2,2021,karnataka
gadag district,240378,14743188,2,2021,karnataka
mysuru district,1250860,48272120,3,2021,karnataka
chitradurga district,417163,36001947,3,2021,karnataka
kalaburagi district,694567,50256674,3,2021,karnataka
ramanagara district,448065,29062035,3,2021,karnataka
mandya district,528361,29967986,3,2021,karnataka
kodagu district,175878,11030231,3,2021,karnataka
chikkamagaluru district,335416,23262222,3,2021,karnataka
haveri district,340458,21691814,3,2021,karnataka
ballari district,814170,54246591,3,2021,karnataka
belagavi district,1304051,58354498,3,2021,karnataka
kolar district,615004,37214686,3,2021,karnataka
uttara kannada district,395160,21489269,3,2021,karnataka
tumakuru district,850678,59870049,3,2021,karnataka
